repo
timHerman/docker-nginx-reverseproxy
mancdaz/rpc-openstack
andyblac/spksrc
phelset/docker-osticket
rbstudio/docker-php-development
saschaishikawa/planetary-response-network
ubuntudesign/maas.io
ai-se/Transfer-Learning
sanger-pathogens/plasmidtron
Oefenweb/ansible-hp-proliant-support-pack
geokapp/arc-variants
YakLabs/kube-cloudwatch-node-metrics
wata-gh/kinu
danielpops/openvas
c089/marathon
pjq/ubuntu_docker
remh/docker-gen
snipsco/teleport
tekjar/rumqttd
Snawoot/bloom
ragnard/clojars-s3-sync
snelis/tox
RCMRD/geonode
Perelandric/ponyc
yonglehou/Disque.Net
klingtnet/docker-prosody
JoseSalgado1024/ckan_distribuilble
bmamlin/treasurehunt
rogst/lan-seats
catwithboots/monocomplete
vladsaveliev/TargQC
lukasklein/django-newsletter2go
pdxjohnny/embeddedos
rdlester/dotfiles
antsago/LatexCV
ProcNULL/docker-jenkins
v0lkan/jsbites-docker
acaranta/docker-log-central
cloudfleet/blimp-sonar
kmiku7/ssdb-annotated
postfix/ssh-cert-authority
adimian/ammonite
seges/docker-intellij
IndexBraille/liblouis
rahiel/open_nsfw--
sintax1/scadasim
hanudere/hanubot
greyfenrir/taurus
cc-db-p8/cc-db-p8
toke/docker-owncloud7
Jkat/Loris
davidsblog/node-start
RobertNorthard/compose
etiennebatise/docker-hyde
ycaihua/bamboo
jk0/pyhole
bfirsh/fig
mattthias/minimal-cdh-docker-test-cluster
xgin/docker-registry-frontend
ashwin153/schema
Predictia/docker-informix
xtuc/web-front-builder
dixudx/trac-docker
overk1ll/opensourcepos
charlesflynn/mapr-basenode
DavidDeSimone/remacs
nizq/docker-cifv2
iainmckay/docker-mysql-backup
missionv/moms-docker
cloudfleet/marina-registry-web
espenfjo/FjoSpidie
maksteel/selwd
frodenas/docker-ubuntu
moul/docker-debootstrap-builder
jarretraim/docker-sabnzbd
eduardo-duran/docker-vsftpd
Zenithar/docker-shellshockable
alaindomissy/docker-miniconda2
cprov/snapcraft
jupyter/colaboratory
aplanas/rally
PolicyStat/gitlit
spacedogXYZ/call-power
zhenglaizhang/proxygen
zwaters/CLAtoolkit
EtixLabs/CES
vitareinforce/docker-apachephp
nachobit/IV_PR_OpenOrder
CodeForEindhoven/fixmystreet-docker
Aplyca/ansible-role-solr
marklee77/docker-namecoin
jeefy/strobe
ellepdesk/python-snap7
Adsmurai/Currency
jverdeyen/docker-nest-dashboard
pschwartz/docker-weechat
vjscjp/kanboard
leangjia/kanboard
jwkvam/conex
antonraharja/docker-playsms
yakumo/mono
loles/solar
mskarbek/cilium
shimomo/circleci-ansible-serverspec
Acreo/MEASURE-MMP
joemat/docker-ffdiaporama
nsg/kaiwa
pingidentity/mod_auth_openidc
magnetikonline/dockerkeepassxdeb
FluVigilanciaBR/fludashboard
frocher/sofreakingboring
kkretsch/lggr
cjhardekopf/docker-confd
shannonmitchell/rpc-openstack
Urban-And-Co/erpnext
playlyfe/docker-moodle
siemonster/mongo-sites-api
aslom/icc
theflimflam/yolo-nz-docker
jkleczkowski/teamcity-agent-dotnet-core
lincheney/journald-2-cloudwatch
ApsOps/filebeat-kubernetes
clarus/coq-transducer
MoritzGruber/RcRobot
jzonthemtn/influxdb-java
bantl23docker/kafka
rae/gitorious-mainline
RogueVoo/nodejs-stable-docker
adejoux/docker_postgresql
patocox/docker-wetty-cli
pasgou/odoo-docker
xet7/web
AcalephStorage/ceph-metrics
tsears/auth-api
games-on-k8s/docker-factorio
h12w/docker-shadowsocks
DavidUser/cpp-simple-sockets
suchipi/gmod-server-docker
mehulsbhatt/docker-nginx-loadbalancer
herzog31/docker-rasterize
joemat/docker-buildenv-for-spark
cobusbernard/cobusbernard.github.io
bartiosze/qmk_firmware
meirwah/DevStackBreeze
garak/docker-php7
premium-cola/premium-map-docker
flixster/chronos
aldro61/kover
intrepion/blog-x-server-x-json-rpc-x-php-x-symfony
devdkerr/elasticsearch
rancher/docker-dind-base
GistdaDev/geonode
shing19m/docker_openvpn_server
beam-development/docker-mongo-mms
lizardsystem/lizard-damage
JiYou/understand_linux_process
rboyer/go-docker-registry
bolcom/docker-gulp-builder
godmodelabs/docker-zabbix-agentd
crankydillo/expense-report
cagdascirit/docker-grafana
Official-Registry/nginx
open-intent-io/open-intent
eriksf/atmosphere-cli
chenjr0719/Docker-Ubuntu-MATE-noVNC
Runscope/httpbin
stormerider/rancher-wpmu-nginx-trusty
antage/docker-apache2-php5
viranch/compose
dbdd4us/compose
iehong/mysql
kxes/desktop
juranki/drone
yehai/mailserver
anibali/torchvid
sspreitzer/docker-ubuntu-openjdk
reekoheek/docker-tor
savoirfairelinux/quebec-monitoring
mjgiarlo/docker-sufia
rcos/Observatory
matteogll/docker-demo
trevorbernard/docker-zeromq
victorhqc/laravel_5_1_course
butor/blackbird
stevejmason/docker_kitchen
cbornet/generator-jhipster
cloudparty-io/docker-starmade
mitaroThanken/docker-ubuntu-subsonic
smartshark/coastSHARK
lfrancois/docker-osticket
sirMackk/ZeroNet
jamesmishra/scalarstop
ubermuda/docker-symfony
wipatrick/docker-zookeeper
work-on-docker/crosstool-ng
rcorbish/node-linalg
auag92/docker_use
FuturisticSoftwareLab/wip
xiongjungit/boot2docker
jellybob/docker-mysql
smartb-energy/docker-template
marcellodesales/docker-headless-firefox
giftman/docker_test
kmike/splash
cagdascirit/docker-flamegraph
ggoussard/Bento4Docker
bartoszgadzala/ansible
luismesalas/docker-base
atsapov/dotfiles
michaelze/redmine-docker
georgeglarson/docker-bitmessage-gui
chriswayg/apache-php
jniltinho/go-samba4
jaarandaz/docker-composer-data
doronaviguy/mongo-replica
bjh7242/ModSecurity-Rule-Parser
minimum-hsu/docker-openfalcon-dashboard
fearthecowboy/autorest
xwzpp/My-Docker-Spark
packetcollision/docker-bitlbee
wynro/humans
Quetzal-RDF/synthesis
liseri/generator-jhipster
hawky-4s-/docker-informix
madron/docker-grafana
Psithief/Cockatrice
Mustapha90/IV16-17
ContainerSolutions/mesos-local
systemli/gauntlt-docker
andrasmaroy/dotfiles
KevinGreene/compose
cutelyst/FrameworkBenchmarks
cloud-hero/apache-php
marcelobarretto/docker-tomcat-mysql
caglar10ur/anvio
tutumcloud/dnsutils
fracklen/vulcand
Burmudar/docker-graphdash
graphframes/graphframes
shenjinti/docker-wmaker-vnc
Hipo/django-sloop
ninjapanzer/contact_microservice_docker
gnubila-france/linuxbrew
gyuho/etcdlabs
openach/docker-openach
containership/webhook-receive
omnycms/omny-cms
fastly/altitude-nyc-abcd-workshop
gcamerli/docker_sgminer_amd64
benhamill/compose
twitter-forks/statsite
Optibus/docker-squid
sandcastle/tutum-spin
m0wfo/le-docker
sysdia-solutions/thumbifier
rsercano/mongoclient
svenkreiss/databench_examples
danielpetisme/generator-jhipster
sohibegit/generator-jhipster
TemenosDS/ScriptsEtcForPreSalesVM
jwende/docker-mosquitto
naveenk/dokuwiki
tomxiong/docker-baseimage
Smarp/docker-pg-client
SamuelDebruyn/docker-hugo-build
IGNF/gilviewer
ffahri/collector_sidecar_docker
Wen777/tutum-docker-mongodb
tagia0212/kafka-docker
yaleh/supervisord-tftpd
hakan-ronngren/gloria-cd
baharmon/landscape_evolution
mobtitude/docker-vpn-pptp
mgeitz/albumfs
dylangmiles/docker-nginx
meddlepal/openbaseball
jacopofar/illustration2vec
makinacorpus/convertit
jpetazzo/nsenter
Jobava/bedrock
josmas/appinventor-env-docker
UnseenForces25/TexasTwister
AlexanderBrevig/Espruino
gering/docker-tor
tomav/docker-bind
dieb/fnd
nickng/gong
amazingSurge/web-starter-kit
rwhogg/brew
hacktobacillus/fermenter
calid/zeromq4-1
validator/validator
kardasz/docker-varnish
LK4D4/criu
guruvan/gitian-docker
skempken/dockerfile-imapsync
JimGeek/scrapy-example
tatref/psximager
rogervaas/nginx
rodolfoghi/hospitalrun-frontend
asyavuz-sbg/demotool
stackhub/service-stress
andrewrothstein/apt-mirror
SeveirRoy/ioIntensiveApp
onursumer/dockerscripts
matteosister/patch-manager-test-sf2
BBSORG/bbs
kigawas/shadowsocks
anexia-it/drowncheck
SVilgelm/CloudFerry
jcrben/ghost-blog
laurent-malvert/docker-boinc
DECSIS/docker-barman
SourceMod-Store/Docker-WebPanel-Core
yakinaround/myadventure-docker
timhilliard/docker-rvm-phpenv
santanusinha/foxtrot
skydome/mqtt-stack
geldim/docker-bitrix
neon520/SMS-BDyReplica
linkthrow/docker-nginx
stuartalexwhitehead/haar-engine
netmarkjp/docs.docker.jp
tikatuka/tikatuka.github.io
Gentux/testRepo
workflo/shaback
BuggleInc/webPLM
sindrew/eb-demo-app
Pelagicore/pelux-manifests
Jamesits/Don-t-Starve-Together-Dedicated-Server
Lyleo/nupic
Oefenweb/ansible-keepalived
pebble/git-deploy-environment
matsuu/docker-devhub
olafWal/docker-mcserver
c-nixon/remacs
iQubeLabs/sdp_search_members_php
UHH-ISS/beemaster-bro
xizhao/srclib-javascript
merikz/docker-logitechmediaserver
cedvan/docker-pydio
sh1r0/caffe-android-lib
reedsa/jspm-react-template
grycap/vmrc
c-ruttkies/container-metchemdata
TripleDogDare/RadioWCSpy
otherinbox/docker-gen
programa-stic/barf-project
xxaxxelxx/xx_introlyzer
grossws/docker-comp-beanstalkd
bq/bootloader-stk500v2
flaviotruzzi/gym-server
5112n4/webui-aria2
saidatom/docker-drupal
ytc301/haproxy-1
antirek/docker-freeswitch
ramonvanalteren/minecraft-docker
geekinc/bonita-lamp-docker
obedmr/docker-latex
lakshmanvvs/myhadoop
sbsdev/daisyproducer
r00tat/python-bower
TuKo/brainiak
N00bface/Real-Dolmen-Stage-Opdrachten
avitsidis/docker-elastic-agents
jeremiahsavage/sqlite_to_postgres
saltduck/OpenBazaar-Server
eschultz/docker-sickbeard
left2right/ssdb
bzdk/ono-stclient
fhcrc/deenurp
dockerify/node
lihkin213/ursula
guidosalva/REScala
maran/docker-plex
ryankanno/docker-etcd
cdda/rjb
stuarth/pixie
SLOBYYYY/tutum-docker-php
chilio/laravel-dusk-ci
basherone/docker-shadowsocks-libev
bgard6977/docker-wasm
openmaraude/GeoTaxi
val314159/raml-python-container
madgik/Docker-Exareme
maximx1/lecarton
mnagaku/docker-dokuwiki
skybon/obozrenie
QuantumIOT/zookeeper-docker
agentsib/siteshot-php
dyzdyz010/Blog
guilhem/apt-get-install
psycopaths/jdart
channeladam/maxscale-docker
geoder101/dockerimage-docker-socket-tcp-proxy
willdurand/pman
eayunstack/rally
lamuguo/jsonnet
bwernli/guacamole
anuj-rajput/snipe-it
briandk/pandoc-image-bug
BryanSD/solum-languagepack-meteor
fkuhn/lis-docker
sheeprine/docker-tftpd-hpa
Pinyto/cloud
maeb/godot
sreekanthgs/sentrifugo-docker
Pukogames/exploot-server
ovh/cds
bazurbat/docker-wine
Pindar/docker-announcement-health-service
markvnext/mono-docker
plashchynski/docker-bind
lipsia-fmri/lipsia
eltimn/docker-jetty9
ameihm0912/mig
AndreLamurias/IBRel
jaxonpickett/Tempo_HD
samlanning/Signal-Android
softsam/docker-robotframework-appium
ricardosasilva/docker-rsyslog-server
vizv/docker-deps
joshuacox/docker-bind
infoforcefeed/OlegDB
philsc/docker-gitolite
goldoraf/osef
danieldreier/docker-wheezy-puppet-agent
seshurajup/PHPCI
supernifty/gene-burden-calculator
CenturyLinkLabs/ctlc-docker-mysql-serf
roman0316/misas
codedcolors/pygrow
coinclone/litecoin_dockerbuild
mcapuccini/KubeNow
chengts95/power_jupyter_docker
cannin/tmpnb
yoshitake-hamano/pandoc1.17.2
edwinvdgraaf/phantomjs-build
nicr9/daftpunk
ryanckoch/docker-plex
AntouanK/dockvpn
groventure/docker-ratticdb-uwsgi
KirinHuang/docker-hello
ubuntudesign/ubuntu-maas
SimonSimCity/bitbucket-meteor
akatsoulas/marketpulse
ua-snap/geonode
birkof/docker-ubuntu
stefano-pogliani/auth-gateway
koryonik/docker-logtalk3-swi
alexsaveliev/srclib-ruby
albers/bash-completion-mac
kitpages/docker-glusterfs
Narzhan/docker-smtp
bandrel/OCyara
jedisct1/dnscrypt-server-docker
fblupi/GEventator
nadirizr/dazel
nava45/junction
xxaxxelxx/xx_converter
tobegit3hub/ceph_from_scratch
beproud/beproudbot
Treutler/MetFamily
lvfeng1130/streem
BhavyaLight/kaggle-predicting-Red-Hat-Business-Value
marmolejo/subzone
elopio/snapcraft
gillos/adhoc-pexip
yonh/docker-vpn-pptp
azukiapp/oracle-xe-11g
asifkhan99/swift-product
pranaypareek/u12
aldryn/aldryncloud-buildstep
STiago/Lecrin_Bot
younginnovations/docker-resourcecontracts.org
TheRealDwright/jenkins
everisARQ/keystonejs-portal
frontrunnerio/docker-dev-base
blechdom/inventory
danielmahon/docker-railo
flavour/ifrc_qa
Tobi042/ionic-build-android-ci-docker
AnyBucket-Lab/ubuntu-base
terranodo/django-osgeo-importer
kalaspuffar/tor-docker
sirhopcount/docker-redis
brutasse/graphite-api
AngelValera/proyectoIV
StanfordBioinformatics/xppf
Orvid/proxygen
HP41/docker-ark-server
bglassy/OpenBazaar
SamMousa/PHPCI
rebornix/docker-guillotine-sample
zouyapeng/instance_monitor_server
hjhjw1991/shadowsocks
AbelHu/WALinuxAgent
dezord/netblender-docker
mickelsonm/docker-s3fs
zrma/EasyGameServer
mw10178/ctplot_iw
nispaur/pbrt-v3
moul/docker-pelican
pachyderm/pachyderm
hp9390/docker-zsh
spe/vim
max-b/docker-test
datainsights/docker-r-shiny-server
KayoticSully/mineos-node
mbrt/docker-rustfmt
rthompsonj/weather_tracker
kristopolous/vagrant-docker-example
byzhang/nxweb
novice79/ubuntu
prymitive/bootstrap-breadcrumbs
cmc333333/processing-docker
javierprovecho/docker-imapsync
mnhrdt/s2p
Centzilius/csgo
EvgenyKarataev/docker-jenkins-slave
seecloud/spamostack
zenonit/materials
Oefenweb/ansible-netcat
Oefenweb/ansible-xxhash
rupakg/ctlc-docker-haproxy
tobegit3hub/smoke-hbase
susanna8930/docker-wordpress-nginx
saymd/snipe-it
spotify/etcd
sepehrdaddev/Xerxes
flywheel-io/gears
pkarkazis/son-gui
devlead/gitlabs-dotnet
GrovoLearning/marathon-lb
datashaman/wifidog-auth-flask
